,user_id,items_count,steam_id,playtime_forever,id
23200,76561198048493945,13,76561198048493945,0,205790
23201,76561198048495843,38,76561198048495843,42,4000
23202,76561198048496517,6,76561198048496517,15,9200
23203,76561198048498003,194,76561198048498003,0,6880
23204,76561198048499169,53,76561198048499169,12552,4000
23205,76561198048502884,3,76561198048502884,0,43110
23206,76561198048506749,99,76561198048506749,181,300
23207,76561198048507876,24,76561198048507876,503,4000
23208,76561198048515776,68,76561198048515776,642,220
23209,76561198048527702,86,76561198048527702,5,11390
23210,76561198048529546,27,76561198048529546,308,4000
23211,76561198048571729,46,76561198048571729,604,220
23212,76561198048571861,1,76561198048571861,1366,620
23213,76561198048574814,0,76561198048574814,0,0
23214,76561198048576871,0,76561198048576871,0,0
23215,turtle234,40,76561198048577309,3682,240
23216,76561198048580681,34,76561198048580681,42,1670
23217,LandedSquare,130,76561198048588654,4,240
23218,liquidinc,89,76561198048589434,368,3830
23219,76561198048591148,4,76561198048591148,747,4000
23220,76561198048592484,7,76561198048592484,19393,550
23221,76561198048604866,6,76561198048604866,506,205790
23222,76561198048631303,1,76561198048631303,0,205790
23223,76561198048635461,0,76561198048635461,0,0
23224,C2FR,25,76561198048637311,1,240
23225,76561198048637557,121,76561198048637557,12,220
23226,76561198048648934,27,76561198048648934,341,7220
23227,76561198048650430,27,76561198048650430,248,17450
23228,76561198048650648,15,76561198048650648,207,4000
23229,76561198048652482,17,76561198048652482,877,10
23230,76561198048655768,42,76561198048655768,86,3830
23231,76561198048656890,25,76561198048656890,1100,4000
23232,76561198048667744,136,76561198048667744,17,2400
23233,76561198048678719,24,76561198048678719,973,2600
23234,76561198048685389,4,76561198048685389,17648,550
23235,76561198048688983,0,76561198048688983,0,0
23236,76561198048689429,8,76561198048689429,290,105600
23237,76561198048691905,85,76561198048691905,447,550
23238,smartikools,0,76561198048692057,0,0
23239,FronzillaAU,62,76561198048693491,738,4000
23240,76561198048699007,20,76561198048699007,265,220
23241,76561198048703180,67,76561198048703180,710,240
23242,hoggstar16,164,76561198048708552,219,220
23243,76561198048713444,29,76561198048713444,757,240
23244,alvincso,0,76561198048714268,0,0
23245,76561198048715162,20,76561198048715162,2547,4000
23246,76561198048742639,12,76561198048742639,1,33910
23247,76561198048750619,12,76561198048750619,28,400
23248,natebenm,57,76561198048758570,1730,4000
23249,Casowsky,0,76561198048764721,0,0
23250,76561198048794398,25,76561198048794398,12699,227300
23251,76561198048799117,27,76561198048799117,185,4000
23252,76561198048803383,0,76561198048803383,0,0
23253,76561198048804629,0,76561198048804629,0,0
23254,76561198048805473,156,76561198048805473,2358,3910
23255,ChaosSapphire,0,76561198048809432,0,0
23256,76561198048812205,6,76561198048812205,0,205790
23257,76561198048812714,0,76561198048812714,0,0
23258,76561198048812820,5,76561198048812820,40,33910
23259,76561198048819438,10,76561198048819438,3503,4000
23260,76561198048819445,10,76561198048819445,192,4000
23261,76561198048838842,0,76561198048838842,0,0
23262,Spasticmario,46,76561198048888505,516,10
23263,76561198048894363,1,76561198048894363,0,205790
23264,76561198048907519,5,76561198048907519,313,400
23265,jackedowns8,104,76561198048908731,414,220
23266,76561198048909927,0,76561198048909927,0,0
23267,76561198048910405,19,76561198048910405,412,4000
23268,76561198048912103,42,76561198048912103,62102,72850
23269,Spooky_Scary,0,76561198048914993,0,0
23270,76561198048915951,82,76561198048915951,1035,240
23271,76561198048916540,0,76561198048916540,0,0
23272,76561198048919921,0,76561198048919921,0,0
23273,OMGitsAliAA,60,76561198048935397,135,240
23274,76561198048938829,5,76561198048938829,1152,550
23275,76561198048939542,94,76561198048939542,69,240
23276,76561198049007719,2,76561198049007719,362,550
23277,76561198049015882,12,76561198049015882,0,205790
23278,76561198049016467,69,76561198049016467,1,240
23279,76561198049017958,71,76561198049017958,48,240
23280,76561198049029718,1,76561198049029718,127,400
23281,76561198049030673,12,76561198049030673,528,220
23282,76561198049030917,9,76561198049030917,505,4000
23283,76561198049031693,94,76561198049031693,3254,4000
23284,76561198049031829,99,76561198049031829,425,10
23285,Captain_Foolish,6,76561198049033099,136,31280
23286,76561198049036232,66,76561198049036232,10,20
23287,76561198049043120,42,76561198049043120,2,240
23288,76561198049044357,1,76561198049044357,632,22300
23289,lilgreekboii,117,76561198049045677,1394,4000
23290,76561198049046503,4,76561198049046503,924,8930
23291,mrpocketrat,219,76561198049053716,0,16730
23292,code10009,0,76561198049063126,0,0
23293,76561198049071042,2,76561198049071042,149,400
23294,76561198049083026,45,76561198049083026,2706,550
23295,76561198049113823,0,76561198049113823,0,0
23296,76561198049114274,7,76561198049114274,2417,4000
23297,mindlessraperanger,21,76561198049115147,0,220
23298,76561198049120366,13,76561198049120366,956,4000
23299,76561198049124217,149,76561198049124217,44,240
23300,76561198049128644,4,76561198049128644,13147,34030
23301,lowestcarbonbasedlifeformontaree,38,76561198049129902,58,240
23302,76561198049134912,47,76561198049134912,123,4000
23303,BlackBeltBawse,37,76561198049136172,597,400
23304,76561198049136814,36,76561198049136814,437,6060
23305,76561198049140044,13,76561198049140044,236,17410
23306,76561198049144276,79,76561198049144276,0,4000
23307,76561198049156031,558,76561198049156031,0,6400
23308,76561198049209070,43,76561198049209070,63,240
23309,76561198049209835,0,76561198049209835,0,0
23310,76561198049210190,73,76561198049210190,16455,4000
23311,76561198049210573,5,76561198049210573,23,1500
23312,76561198049210869,2,76561198049210869,11,42700
23313,76561198049212163,0,76561198049212163,0,0
23314,Doodlepoos,0,76561198049217795,0,0
23315,76561198049218723,5,76561198049218723,21155,65800
23316,76561198049218759,35,76561198049218759,0,4560
23317,dkcasper,60,76561198049218985,29084,240
23318,76561198049223407,80,76561198049223407,827,4000
23319,76561198049227242,8,76561198049227242,2,33910
23320,TheAustralianBear,121,76561198049228002,33,70
23321,76561198049228608,114,76561198049228608,993,240
23322,76561198049230116,8,76561198049230116,2498,32440
23323,76561198049232670,39,76561198049232670,1734,240
23324,RIGHTFROMYOASS,21,76561198049242570,1090,240
23325,76561198049245700,50,76561198049245700,2875,4000
23326,Milzy_tpt,14,76561198049263313,61,240
23327,caionav,0,76561198049273142,0,0
23328,76561198049282946,124,76561198049282946,902,220
23329,_jarl_,20,76561198049283306,5,6860
23330,76561198049286974,39,76561198049286974,20959,4000
23331,76561198049287082,46,76561198049287082,1420,3720
23332,76561198049288990,25,76561198049288990,50,240
23333,76561198049290091,0,76561198049290091,0,0
23334,76561198049317939,0,76561198049317939,0,0
23335,76561198049318927,2,76561198049318927,9,6100
23336,76561198049322372,93,76561198049322372,1922,4000
23337,Resigning_Bow_The_Penguin_God,0,76561198049324332,0,0
23338,phetdekde,58,76561198049333177,205,240
23339,76561198049342500,28,76561198049342500,2369,4000
23340,76561198049345182,41,76561198049345182,5046,4000
23341,76561198049371221,0,76561198049371221,0,0
23342,maluspeior,48,76561198049371649,11,70
23343,jakeybabe,65,76561198049372841,42,4000
23344,76561198049373345,78,76561198049373345,67,2310
23345,76561198049374363,33,76561198049374363,10088,240
23346,76561198049387178,3,76561198049387178,1824,4000
23347,76561198049388162,7,76561198049388162,237,4000
23348,76561198049390920,220,76561198049390920,163,1200
23349,76561198049400625,65,76561198049400625,3632,4000
23350,cybersmash,62,76561198049418765,277,6980
23351,76561198049420571,24,76561198049420571,11,9180
23352,76561198049420867,26,76561198049420867,534,730
23353,76561198049429587,0,76561198049429587,0,0
23354,76561198049430974,0,76561198049430974,0,0
23355,76561198049433313,24,76561198049433313,137,240
23356,chiraag,1,76561198049434807,0,36630
23357,76561198049435064,3,76561198049435064,897,206210
23358,76561198049441087,0,76561198049441087,0,0
23359,76561198049442917,1,76561198049442917,0,205790
23360,BoredandBroke,0,76561198049444760,0,0
23361,76561198049447285,5,76561198049447285,3,42680
23362,MinigunBeast,8,76561198049450690,0,220
23363,mattychong,0,76561198049508657,0,0
23364,76561198049514184,85,76561198049514184,25,220
23365,38189307,20,76561198049518274,3679,4000
23366,76561198049522721,15,76561198049522721,672,91600
23367,76561198049525683,47,76561198049525683,123,10
23368,76561198049527890,2,76561198049527890,62,38700
23369,heribeliber2,0,76561198049546061,0,0
23370,76561198049546979,10,76561198049546979,514,4000
23371,oshioki,18,76561198049549619,0,205790
23372,76561198049564207,4,76561198049564207,0,205790
23373,BR4D_ZERO,39,76561198049565131,844,550
23374,tetsuoblivio,10,76561198049566670,0,11020
23375,76561198049569080,1,76561198049569080,86,265300
23376,DeviouslyDeviant,34,76561198049573040,1087,220
23377,76561198049573884,11,76561198049573884,157,58550
23378,76561198049574898,0,76561198049574898,0,0
23379,76561198049578952,106,76561198049578952,0,240
23380,76561198049600061,25,76561198049600061,9248,240
23381,76561198049605085,35,76561198049605085,3549,4000
23382,76561198049605469,13,76561198049605469,1252,4000
23383,godofburrito,30,76561198049605821,336,4000
23384,76561198049606607,0,76561198049606607,0,0
23385,LeftArmTogether,7,76561198049613362,115,4000
23386,cwizpeh,0,76561198049614224,0,0
23387,76561198049616599,6,76561198049616599,20,4560
23388,76561198049618242,46,76561198049618242,34,4700
23389,76561198049621824,10,76561198049621824,32,33910
23390,76561198049623576,53,76561198049623576,119,240
23391,76561198049648415,208,76561198049648415,274,4000
23392,76561198049648679,0,76561198049648679,0,0
23393,76561198049658168,0,76561198049658168,0,0
23394,76561198049664672,0,76561198049664672,0,0
23395,76561198049665282,68,76561198049665282,75,4000
23396,76561198049666852,0,76561198049666852,0,0
23397,76561198049669102,20,76561198049669102,404,4000
23398,76561198049671764,42,76561198049671764,159,4000
23399,76561198049685127,75,76561198049685127,1180,220
23400,76561198049691165,0,76561198049691165,0,0
23401,76561198049694303,193,76561198049694303,242,4000
23402,Hard-assReads,4,76561198049697952,3962,4000
23403,76561198049699936,2,76561198049699936,74,113200
23404,backburningpyro,103,76561198049708634,438,240
23405,76561198049710139,0,76561198049710139,0,0
23406,scottysbullet,47,76561198049735333,29,240
23407,LethalOkami,188,76561198049741187,36235,4000
23408,76561198049742540,0,76561198049742540,0,0
23409,45979,3,76561198049746015,0,205790
23410,76561198049751052,5,76561198049751052,63,4000
23411,76561198049752064,371,76561198049752064,64,3830
23412,kimbapslap,0,76561198049752805,0,0
23413,scriptscripts,0,76561198049756192,0,0
23414,76561198049758121,74,76561198049758121,0,12370
23415,aussieguy94,0,76561198049767444,0,0
23416,James_2711,27,76561198049779911,9144,4000
23417,76561198049795855,216,76561198049795855,41,1520
23418,76561198049795984,5,76561198049795984,1097,205790
23419,76561198049797972,0,76561198049797972,0,0
23420,76561198049800444,16,76561198049800444,71,104700
23421,76561198049801990,15,76561198049801990,39059,4000
23422,76561198049802586,15,76561198049802586,6450,550
23423,76561198049803238,61,76561198049803238,237,4000
23424,jaydenb,16,76561198049803960,2215,4000
23425,76561198049805620,40,76561198049805620,626,4000
23426,76561198049809151,6,76561198049809151,91,320
23427,euphoria72,0,76561198049832074,0,0
23428,76561198049849107,56,76561198049849107,3951,240
23429,76561198049849616,9,76561198049849616,721,4000
23430,76561198049852079,65,76561198049852079,4,300
23431,tontern,6,76561198049852097,67,104700
23432,76561198049860228,127,76561198049860228,354,240
23433,76561198049862105,4,76561198049862105,3600,500
23434,TheMidgetNinja,108,76561198049864014,371,4000
23435,mrcake557,108,76561198049872390,6517,4000
23436,lefunnymememan,89,76561198049900590,24,320
23437,76561198049901839,9,76561198049901839,0,205790
23438,GamingSydneyPrize,0,76561198049906435,0,0
23439,76561198049910018,10,76561198049910018,0,205790
23440,76561198049912583,0,76561198049912583,0,0
23441,0102705195,3,76561198049913427,0,205790
23442,76561198049915294,200,76561198049915294,331,240
23443,Tokky4Dylan,8,76561198049915996,15665,240
23444,76561198049918192,1,76561198049918192,0,17470
23445,76561198049918506,0,76561198049918506,0,0
23446,76561198049919824,0,76561198049919824,0,0
23447,nifador,6,76561198049923314,364,4000
23448,76561198049923478,1,76561198049923478,1287,49470
23449,buttterisgud,57,76561198049925498,468,70
23450,76561198049927258,0,76561198049927258,0,0
23451,evulove,10,76561198049927634,2989,4000
23452,76561198049944063,8,76561198049944063,3986,42680
23453,76561198049963283,4,76561198049963283,11,304930
23454,76561198049965484,95,76561198049965484,83,220
23455,nodotsallowed,99,76561198049968240,211,10
23456,76561198049969134,9,76561198049969134,0,205790
23457,Yosche,140,76561198049971412,444,3910
23458,joeynn,46,76561198049972308,1343,550
23459,76561198049976634,23,76561198049976634,1215,1250
23460,swipesword,98,76561198049993051,69,20
23461,76561198049995375,0,76561198049995375,0,0
23462,jqinnewsteam,205,76561198049997005,367,300
23463,colinjetlichen,6,76561198050009683,0,205790
23464,76561198050009700,8,76561198050009700,114,24860
23465,KevenIsagaycunt,154,76561198050012397,533,240
23466,76561198050025662,10,76561198050025662,197,240
23467,76561198050039893,73,76561198050039893,592,4000
23468,76561198050040975,12,76561198050040975,830,4000
23469,76561198050043913,5,76561198050043913,172,240
23470,76561198050045403,56,76561198050045403,656,240
23471,76561198050048024,6,76561198050048024,1009,240
23472,lemanoman,114,76561198050054970,7,320
23473,76561198050055248,2,76561198050055248,0,304030
23474,76561198050055765,33,76561198050055765,256,220
23475,76561198050061692,0,76561198050061692,0,0
23476,munz2011,139,76561198050062199,1,220
23477,ChilliFrogs,8,76561198050089161,71,240
23478,76561198050097539,7,76561198050097539,3092,550
23479,76561198050102642,0,76561198050102642,0,0
23480,zhaniel,22,76561198050106599,19,4000
23481,CrankyCunt,118,76561198050107560,12172,240
23482,76561198050116324,17,76561198050116324,415,4000
23483,76561198050116752,13,76561198050116752,12324,240
23484,76561198050143930,33,76561198050143930,265,10
23485,leocardoso94,18,76561198050144664,0,205790
23486,76561198050153525,0,76561198050153525,0,0
23487,76561198050156029,8,76561198050156029,242,12210
23488,76561198050163155,21,76561198050163155,194,280
23489,76561198050167734,17,76561198050167734,546,4000
23490,76561198050169450,9,76561198050169450,49,202710
23491,whiteside88,25,76561198050170575,1517,500
23492,76561198050172912,6,76561198050172912,1389,22320
23493,76561198050175400,64,76561198050175400,860,4000
23494,76561198050175812,1,76561198050175812,0,205790
23495,76561198050176200,9,76561198050176200,828,42910
23496,76561198050176865,2,76561198050176865,171,400
23497,76561198050177438,36,76561198050177438,1302,4000
23498,76561198050177904,6,76561198050177904,496,13580
23499,76561198050183548,26,76561198050183548,445,240
23500,76561198050184954,33,76561198050184954,1732,550
23501,76561198050190128,26,76561198050190128,247,240
23502,76561198050200124,157,76561198050200124,22263,4000
23503,illbeans,107,76561198050203782,0,10
23504,76561198050212982,65,76561198050212982,1572,4000
23505,zzzmidmiss,69,76561198050227599,9,24740
23506,76561198050228935,0,76561198050228935,0,0
23507,235377777,0,76561198050232753,0,0
23508,76561198050232907,3,76561198050232907,1301,21970
23509,76561198050235459,22,76561198050235459,880,300
23510,76561198050236977,57,76561198050236977,91,4000
23511,76561198050245086,86,76561198050245086,811,240
23512,76561198050245362,46,76561198050245362,1217,4000
23513,FurnitureGerbil,158,76561198050245840,18090,4000
23514,76561198050246350,0,76561198050246350,0,0
23515,76561198050250639,143,76561198050250639,34,12120
23516,LLS00SLL,6,76561198050251434,2125,4000
23517,76561198050251472,37,76561198050251472,126,50620
23518,76561198050253486,3,76561198050253486,118,31280
23519,76561198050263474,23,76561198050263474,190,240
23520,76561198050280782,11,76561198050280782,0,205790
23521,lunaqua,0,76561198050290519,0,0
23522,76561198050301636,5,76561198050301636,17,113420
23523,76561198050302239,0,76561198050302239,0,0
23524,rangertc2,2,76561198050302890,240,4000
23525,76561198050306523,48,76561198050306523,300,4000
23526,76561198050320958,85,76561198050320958,1182,240
23527,thissteamurlisnotinuse,13,76561198050324850,0,320
23528,Nutino,0,76561198050345427,0,0
23529,76561198050346046,5,76561198050346046,2260,4560
23530,76561198050350707,8,76561198050350707,10521,72850
23531,Raza-Hassan,44,76561198050351127,1,240
23532,76561198050351207,24,76561198050351207,44976,240
23533,AqwBlaze,29,76561198050352873,516,10180
23534,76561198050354155,135,76561198050354155,276,9050
23535,76561198050362170,12,76561198050362170,223,4580
23536,duetime,11,76561198050366227,275,240
23537,76561198050394179,0,76561198050394179,0,0
23538,76561198050396475,5,76561198050396475,861,550
23539,Da_UnDeAd121,14,76561198050399113,1118,105600
23540,savage_the_hedgehog,221,76561198050399667,96,220
23541,TheMrChrispy,131,76561198050400401,0,70
23542,76561198050403371,30,76561198050403371,0,4700
23543,76561198050408238,0,76561198050408238,0,0
23544,pootisnope,0,76561198050410118,0,0
23545,lobotix,45,76561198050411736,16706,4000
23546,76561198050447707,7,76561198050447707,2818,24240
23547,kamineyyy,303,76561198050450385,1,4000
23548,76561198050455340,43,76561198050455340,3994,4000
23549,76561198050461532,36,76561198050461532,485,4000
23550,GameSnap,70,76561198050462324,79,6980
23551,76561198050473826,2,76561198050473826,0,205790
23552,76561198050493391,4,76561198050493391,153,316010
23553,76561198050495749,46,76561198050495749,16,240
23554,76561198050498299,53,76561198050498299,526,10500
23555,MiddleManWannabe,42,76561198050499681,11375,240
23556,76561198050500477,130,76561198050500477,15193,240
23557,76561198050501947,45,76561198050501947,0,240
23558,76561198050506383,215,76561198050506383,6,30
23559,NiggaJeans,0,76561198050509042,0,0
23560,TPT_,27,76561198050511102,2308,4000
23561,76561198050513230,10,76561198050513230,73,4000
23562,76561198050522610,113,76561198050522610,28669,4000
23563,sloppycock,33,76561198050546269,2549,4000
23564,76561198050547019,32,76561198050547019,369,300
23565,76561198050547861,0,76561198050547861,0,0
23566,amdpt,0,76561198050549698,0,0
23567,darkassasin124,41,76561198050551983,3865,4000
23568,76561198050552614,2,76561198050552614,0,205790
23569,76561198050553722,0,76561198050553722,0,0
23570,76561198050554380,14,76561198050554380,4197,4000
23571,76561198050554761,18,76561198050554761,6851,4000
23572,76561198050555327,37,76561198050555327,5022,4000
23573,76561198050557967,74,76561198050557967,825,240
23574,Jimbobacus,25,76561198050561236,17,10
23575,helloanhtung,40,76561198050563972,794,240
23576,76561198050572007,1,76561198050572007,0,205790
23577,76561198050581165,0,76561198050581165,0,0
23578,turnipforwhat,0,76561198050606355,0,0
23579,76561198050611253,2,76561198050611253,0,205790
23580,76561198050612921,0,76561198050612921,0,0
23581,76561198050615337,13,76561198050615337,254,4000
23582,hammangad,38,76561198050621061,504,4000
23583,76561198050621573,4,76561198050621573,335,400
23584,glennrich2,0,76561198050622521,0,0
23585,76561198050623010,44,76561198050623010,946,240
23586,ringsssofsaturn,12,76561198050627564,304,4000
23587,76561198050636684,6,76561198050636684,254,240
23588,anything2000,2,76561198050652170,815,42680
23589,76561198050657677,12,76561198050657677,1,38830
23590,rapeosaurusrex,252,76561198050672797,0,3830
23591,76561198050673169,0,76561198050673169,0,0
23592,76561198050674163,8,76561198050674163,863,202970
23593,poggi97,42,76561198050677883,213,70
23594,76561198050680406,0,76561198050680406,0,0
23595,76561198050680467,12,76561198050680467,1173,550
23596,scsfdfgdegf,0,76561198050680925,0,0
23597,lumpofgrump,0,76561198050681575,0,0
23598,76561198050682737,0,76561198050682737,0,0
23599,kay733x,48,76561198050684123,2900,4000
23600,76561198050686828,0,76561198050686828,0,0
23601,FrenchFriedAbo,11,76561198050722502,37338,4000
23602,76561198050723637,33,76561198050723637,0,20
23603,rjm8722,23,76561198050723819,1108,4000
23604,funitureoflawinforcement,0,76561198050728741,0,0
23605,76561198050734574,1,76561198050734574,99,34830
23606,diamondcrispy,46,76561198050735818,15,240
23607,76561198050737708,53,76561198050737708,30,550
23608,76561198050742630,31,76561198050742630,1716,240
23609,nathibabie,0,76561198050757004,0,0
23610,meikahidenori,120,76561198050759661,0,240
23611,vBrowny23,49,76561198050761139,565,4000
23612,76561198050764789,5,76561198050764789,0,205790
23613,Buyaku13,48,76561198050766055,956,4000
23614,imcuntfuckwitlol,13,76561198050770437,752,550
23615,76561198050771758,17,76561198050771758,388,65800
23616,76561198050776206,113,76561198050776206,2002,240
23617,76561198050777210,0,76561198050777210,0,0
23618,76561198050780542,12,76561198050780542,263,4000
23619,VENTOOR,200,76561198050780548,16847,4000
23620,76561198050785880,11,76561198050785880,107,220
23621,76561198050801737,11,76561198050801737,77,4000
23622,76561198050812421,27,76561198050812421,206,4000
23623,76561198050812633,190,76561198050812633,237,220
23624,76561198050814267,102,76561198050814267,4284,4000
23625,76561198050815303,63,76561198050815303,9264,4000
23626,76561198050816127,134,76561198050816127,2538,240
23627,76561198050820609,85,76561198050820609,7,3300
23628,76561198050822076,13,76561198050822076,13,320
23629,as1d4asf7,27,76561198050823522,10474,4000
23630,TantricSpark,395,76561198050828034,6942,4000
23631,76561198050851429,0,76561198050851429,0,0
23632,76561198050854825,115,76561198050854825,201,4000
23633,76561198050859045,0,76561198050859045,0,0
23634,tommysiu,35,76561198050864827,695,550
23635,jaydo2000,47,76561198050867386,1853,4000
23636,androidwins,26,76561198050867822,940,240
23637,76561198050868982,22,76561198050868982,138,4000
23638,76561198050881092,3,76561198050881092,38,320
23639,76561198050918349,47,76561198050918349,45124,4000
23640,WhatsTheYams69,39,76561198050927262,50295,4000
23641,76561198050930777,38,76561198050930777,39,17390
23642,Milo5698,22,76561198050931233,271,4000
23643,rezmwashere,89,76561198050933633,25164,4000
23644,76561198050935746,13,76561198050935746,48,4700
23645,76561198050936655,5,76561198050936655,1185,12200
23646,76561198050943947,1,76561198050943947,53,204080
23647,76561198050945670,11,76561198050945670,30,4000
23648,cheeeeselover,29,76561198050948165,0,205790
23649,Shadowmonkey76,47,76561198050954264,81,4000
23650,76561198050955313,15,76561198050955313,32,95300
23651,jak1245,3,76561198050956820,966,9480
23652,76561198050961163,1,76561198050961163,0,205790
23653,76561198050997258,6,76561198050997258,0,205790
23654,76561198051013713,7,76561198051013713,192,400
23655,Jamnrules,12,76561198051027556,14909,4000
23656,76561198051073935,0,76561198051073935,0,0
23657,76561198051077404,11,76561198051077404,13,240
23658,ts2fe1,13,76561198051083617,1233,12120
23659,curyy,19,76561198051085865,7791,4000
23660,MrRugMan,247,76561198051092069,3,10
23661,76561198051096646,93,76561198051096646,134,7670
23662,76561198051102226,1,76561198051102226,0,205790
23663,76561198051152852,42,76561198051152852,4850,4000
23664,76561198051155514,6,76561198051155514,8904,4000
23665,76561198051180517,12,76561198051180517,5536,4000
23666,76561198051208696,6,76561198051208696,1422,6020
23667,76561198051214138,17,76561198051214138,1395,4000
23668,76561198051250705,15,76561198051250705,191,400
23669,William_Tell_2514,0,76561198051253415,0,0
23670,76561198051259805,2,76561198051259805,0,205790
23671,qu0te,77,76561198051264480,466,4000
23672,76561198051266056,1,76561198051266056,114,205790
23673,76561198051268908,2,76561198051268908,503,105600
23674,louis45vn,1,76561198051280490,1481,104700
23675,76561198051285445,0,76561198051285445,0,0
23676,blindinglightz,138,76561198051303751,0,300
23677,Chimcharfan17,16,76561198051305339,36,4000
23678,76561198051317854,48,76561198051317854,2172,240
23679,76561198051319106,13,76561198051319106,65,33910
23680,76561198051320164,28,76561198051320164,1011,4000
23681,YUIO977KL,0,76561198051324519,0,0
23682,THEROCKBOXIFY,0,76561198051324834,0,0
23683,76561198051326200,20,76561198051326200,78,240
23684,rabbidscool,468,76561198051336934,0,1200
23685,76561198051364127,2,76561198051364127,295,4000
23686,Vexxxy,17,76561198051365071,2304,15620
23687,76561198051365088,3,76561198051365088,0,226320
23688,peppyjajabinks,25,76561198051371039,0,70
23689,kimbunny07,38,76561198051377743,122,105100
23690,76561198051381526,9,76561198051381526,199,6060
23691,76561198051382936,0,76561198051382936,0,0
23692,76561198051385184,8,76561198051385184,0,205790
23693,76561198051385351,0,76561198051385351,0,0
23694,76561198051386179,6,76561198051386179,1003,550
23695,pen15inmymouth,0,76561198051389376,0,0
23696,76561198051432205,48,76561198051432205,1009,240
23697,76561198051442019,0,76561198051442019,0,0
23698,76561198051442894,26,76561198051442894,0,20
23699,tomsaxo,3,76561198051443415,331,4000
23700,76561198051446191,0,76561198051446191,0,0
23701,76561198051447459,105,76561198051447459,238,10
23702,76561198051447708,16,76561198051447708,0,240
23703,76561198051448536,14,76561198051448536,54614,240
23704,76561198051448732,39,76561198051448732,329,33910
23705,Ruperting,8,76561198051451598,2,10500
23706,76561198051453457,0,76561198051453457,0,0
23707,yamonda,137,76561198051454174,43,1200
23708,76561198051459282,97,76561198051459282,2931,4000
23709,76561198051464996,7,76561198051464996,13195,550
23710,asdfghjklvince,0,76561198051508471,0,0
23711,76561198051511765,0,76561198051511765,0,0
23712,76561198051524360,1,76561198051524360,55,105600
23713,76561198051524790,9,76561198051524790,7325,105600
23714,76561198051533745,0,76561198051533745,0,0
23715,76561198051542346,1,76561198051542346,0,205790
23716,mystic_guardian,193,76561198051567151,749,70
23717,76561198051568425,1,76561198051568425,0,205790
23718,76561198051569769,40,76561198051569769,165,11450
23719,76561198051569821,45,76561198051569821,1321,70
23720,hanojn,21,76561198051573567,8,400
23721,76561198051574507,59,76561198051574507,138,4000
23722,76561198051580679,14,76561198051580679,10,20
23723,tysonasaurus,8,76561198051581451,1398,10500
23724,76561198051585092,45,76561198051585092,555,4000
23725,76561198051586796,131,76561198051586796,2471,240
23726,76561198051610807,0,76561198051610807,0,0
23727,Deadly909,38,76561198051628941,222,4000
23728,76561198051630615,0,76561198051630615,0,0
23729,76561198051632682,3,76561198051632682,460,91600
23730,76561198051635647,60,76561198051635647,568,240
23731,76561198051637269,6,76561198051637269,153,113400
23732,76561198051639029,6,76561198051639029,0,205790
23733,76561198051640600,33,76561198051640600,1843,220
23734,76561198051644456,45,76561198051644456,954,4760
23735,76561198051664548,69,76561198051664548,285,400
23736,76561198051679659,15,76561198051679659,4664,42700
23737,76561198051705797,2,76561198051705797,0,264360
23738,76561198051706097,6,76561198051706097,1,33910
23739,76561198051713288,11,76561198051713288,0,12100
23740,76561198051713508,24,76561198051713508,35,240
23741,76561198051714194,14,76561198051714194,0,205790
23742,76561198051718808,13,76561198051718808,138,240
23743,76561198051725395,60,76561198051725395,2351,550
23744,gamerman3828,0,76561198051755651,0,0
23745,syamil1996,39,76561198051759903,1241,4000
23746,76561198051761563,5,76561198051761563,922,620
23747,76561198051762307,49,76561198051762307,1648,4000
23748,getthepoint,44,76561198051762989,2085,4000
23749,76561198051769745,25,76561198051769745,8,10
23750,76561198051771438,1,76561198051771438,742,17470
23751,76561198051776152,5,76561198051776152,18,320
23752,76561198051785824,0,76561198051785824,0,0
23753,imfreshfromduhboat,19,76561198051785914,110,4000
23754,76561198051809340,5,76561198051809340,1960,240
23755,nortijnr,17,76561198051813067,1503,22330
23756,76561198051814133,0,76561198051814133,0,0
23757,76561198051821925,32,76561198051821925,287,70
23758,76561198051825246,15,76561198051825246,0,35700
23759,literallyahorse,61,76561198051836310,38150,4000
23760,76561198051837130,151,76561198051837130,1281,4000
23761,76561198051863308,7,76561198051863308,43807,550
23762,76561198051887472,70,76561198051887472,47,240
23763,76561198051891611,12,76561198051891611,130,50
23764,76561198051893605,4,76561198051893605,0,205790
23765,76561198051895109,10,76561198051895109,253,220
23766,OhhTerry,4,76561198051899825,1142,240
23767,76561198051901060,14,76561198051901060,1141,72850
23768,76561198051901358,12,76561198051901358,43152,105600
23769,76561198051903765,13,76561198051903765,5539,240
23770,76561198051905030,0,76561198051905030,0,0
23771,76561198051907362,2,76561198051907362,7825,8930
23772,76561198051909025,0,76561198051909025,0,0
23773,wai3329,10,76561198051911098,0,238960
23774,monkayman,5,76561198051915290,1001,220
23775,76561198051917705,9,76561198051917705,2728,8980
23776,76561198051931380,17,76561198051931380,671,1250
23777,baconqueen,72,76561198051955466,200,3830
23778,76561198051967281,0,76561198051967281,0,0
23779,76561198051976220,9,76561198051976220,1305,240
23780,76561198051976288,21,76561198051976288,84,105600
23781,76561198051976668,0,76561198051976668,0,0
23782,absinthee,29,76561198051977974,0,205790
23783,tl03396,29,76561198051988634,168,240
23784,76561198052035302,10,76561198052035302,0,42680
23785,76561198052039862,10,76561198052039862,4277,550
