,genres,title,price,id,year
105879,"['Action', 'Adventure', 'Indie', 'Strategy']",Dead Realm,14.99,352460,2015
105880,"['Action', 'Adventure', 'Indie', 'Racing', 'Sports']",SmuggleCraft,14.99,592020,2017
105881,"['Massively Multiplayer', 'RPG', 'Strategy']",Master of Magic Chess,Free To Play,598680,2017
105882,"['Action', 'Indie']",Unit 4,14.99,633440,2017
105883,['Simulation'],TS Marketplace: LMS P1&amp;P2 BR Crimson &amp; Cream Coach Pack Add-On,4.99,513112,2017
105884,['Simulation'],TS Marketplace: LMS P1&amp;P2 BR Maroon Coach Pack Add-On,4.99,513113,2017
105885,"['Action', 'Adventure', 'Indie']",Caveblazers,9.99,452060,2017
105886,['Simulation'],TS Marketplace: LMS P1&amp;P2 LMS Late Coach Pack Add-On,4.99,513114,2017
105887,['Simulation'],TS Marketplace: LMS P1&amp;P2 LMS Early Coach Pack Add-On,4.99,513111,2017
105888,"['Action', 'Adventure', 'Indie']",Caveblazers Soundtrack,1.99,641430,2017
105889,"['RPG', 'Simulation', 'Strategy']",Quarantine,9.99,489370,2017
105890,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation']",Creativerse - Welcome Bundle,9.99,638180,2017
105891,"['Casual', 'Indie', 'Simulation', 'Strategy']",Economic Conquest,4.99,576320,2017
105892,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Global Soccer Manager 2017,9.99,625700,2017
105893,"['Action', 'Casual', 'Indie']",Tank Blast Official Soundtrack,0.99,627700,2017
105894,"['Action', 'Indie']",Fuzecat,3.99,629720,2017
105895,['Simulation'],Birthdays the Beginning / バースデイズ・ザ・ビギニング - Avatar Ornament Set / 紛れ込みアバター君,Free,610040,2017
105896,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – 80s Mix Song Pack III,7.99,590221,2017
105897,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Black Flag - “Rise Above”,2.99,590222,2017
105898,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – REO Speedwagon - “Take It on the Run”,2.99,590223,2017
105899,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Queen - “I Want It All”,2.99,590224,2017
105900,"['Action', 'Simulation', 'Strategy']",Steel Division: Normandy 44,39.99,572410,2017
105901,['Action'],SAMURAI WARRIORS: Spirit of Sanada,49.99,595740,2017
105903,['Adventure'],Nancy Drew®: Treasure in the Royal Tower,9.99,615780,2001
105904,"['Adventure', 'Indie', 'Simulation']",Impact Winter,19.99,468000,2017
105906,"['Action', 'Adventure', 'Indie']",The Art of TY the Tasmanian Tiger,5.99,577131,2017
105907,"['Action', 'Adventure', 'Indie']",TY the Tasmanian Tiger Soundtrack,4.99,577130,2017
105908,"['Action', 'Indie', 'RPG']",ReVeN: XBridge,9.99,422030,2017
105911,"['Adventure', 'Casual', 'Indie', 'Simulation']",Heart's Medicine - Hospital Heat - Soundtrack,2.99,628240,2017
105912,"['Adventure', 'Indie']",The Fidelio Incident,9.99,632070,2017
105913,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",STLD Redux: Episode 02,4.99,386200,2017
105914,"['Adventure', 'Casual', 'Indie', 'Simulation']",Heart's Medicine - Hospital Heat,12.99,605990,2017
105915,"['Indie', 'Strategy']",Bionic Attack,14.99,632380,2017
105917,"['Adventure', 'Casual', 'Indie', 'Early Access']",Running Through Russia,0.99,604490,2017
105918,"['Action', 'Adventure', 'Indie', 'RPG']",Dangerous Bullets,1.99,575770,2017
105919,"['Action', 'Indie']",Masked Shooters,0.99,603130,2017
105920,"['Action', 'Adventure', 'Free to Play', 'Sports', 'Strategy']",S.K.I.L.L. - Special Force 2 - Specialist Pack,119.99,641020,2017
105921,"['Indie', 'Simulation']",Tower!2011:SE - Washington [KIAD] Airport,9.99,635370,2017
105924,['Strategy'],Sudden Strike 2 Gold,5.99,612520,2002
105925,['Strategy'],Sudden Strike Gold,5.99,612300,2001
105927,"['Action', 'Free to Play', 'Strategy']",Dropzone - Pilot Pack: Threshing Trio,9.99,639070,2017
105928,['Strategy'],Sudden Strike 3,5.99,612540,2007
105929,"['Casual', 'Indie', 'RPG']",Oafmatch,5.99,554220,2017
105930,"['Action', 'Indie']",Nongünz,6.99,633130,2017
105931,"['Action', 'Indie']",Nongünz Soundtrack,3.99,636290,2017
105932,"['Casual', 'Indie', 'Strategy']",Slayaway Camp - Supernatural Forces Killer Pack,1.99,637001,2017
105933,"['Casual', 'Indie', 'Strategy']",Slayaway Camp - Monthly Murderers Series 1,0.99,637000,2017
105934,"['Indie', 'Simulation', 'Strategy', 'Early Access']",You Are God,4.99,596280,2017
105935,"['Free to Play', 'Indie', 'Simulation']",World of Guns: Revolver Pack #1,9.99,641440,2017
105936,"['Action', 'Adventure', 'Indie']",Hyper Knights,4.99,597150,2017
105937,"['Adventure', 'Casual', 'Indie']",The Great Gatsby: Secret Treasure,5.99,376490,2017
105938,"['Indie', 'Simulation', 'Strategy', 'Early Access']",Production Line,17.99,591370,2017
105940,"['Action', 'Indie', 'Early Access']",Ravenfield,14.99,636480,2017
105941,"['Simulation', 'Early Access']",Flight Sim World,24.99,389280,2017
105942,"['Adventure', 'Casual']",Ghost Files: The Face of Guilt,9.99,599560,2017
105943,"['Indie', 'Racing', 'Simulation', 'Sports']",Assetto Corsa - Ready To Race Pack,7.99,619680,2017
105944,"['Action', 'Indie']",Necrosphere,4.99,607400,2017
105945,"['Action', 'Adventure']",Watch_Dogs® 2 - No Compromise,9.99,525031,2017
105946,"['Adventure', 'Indie']",Bokida - Heartfelt Reunion Soundtrack,8.99,638860,2017
105948,"['Animation &amp; Modeling', 'Video Production']",FaceRig Studio - Personal,299.99,571690,2017
105949,['Simulation'],TS Marketplace: British Railways S15 Livery Pack Add-On,4.99,513115,2017
105950,"['Action', 'Indie']",No Stick Shooter,5.99,616880,2017
105951,"['Action', 'Indie']",Dinosaur Forest,1.99,506730,2017
105953,['Indie'],Timore 5: The Flood,2.99,639150,2017
105954,"['Action', 'RPG']",The Surge - CREO Special Employee Kit,2.99,555300,2017
105955,"['Action', 'Adventure', 'Indie', 'RPG']",Spaceship Looter,9.99,600630,2017
105958,['Action'],DOA5LR Rodeo Time Costume Set,19.99,627980,2017
105960,"['Action', 'Casual', 'Indie', 'Early Access']",XGun-Weapon Evolution,3.99,534780,2017
105962,['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Oslo,29.99,636131,2017
105966,"['Action', 'Indie', 'Strategy']",Mark II “Falling Closet” - Awesomenauts Droppod,7.99,605951,2017
105967,"['Adventure', 'Indie', 'Early Access']",The Frost,8.99,622540,2017
105968,"['Action', 'Simulation', 'Strategy']",Arma 3 Jets,11.99,601670,2017
105969,"['Action', 'Adventure', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy', 'Early Access']",ROKH,24.99,462440,2017
105970,['Strategy'],Star Realms - Colony Wars,4.99,616500,2017
105971,['RPG'],Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Art Book / デジタル・アートブック,4.99,548830,2017
105972,"['Action', 'Adventure', 'Indie', 'RPG']",Runic Rampage - Soundtrack,3.99,629370,2017
105973,"['Action', 'Adventure', 'Simulation']",Cyberia,9.99,624080,1994
105976,"['Adventure', 'Casual', 'Indie']",克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,14.99,616740,2017
105977,"['Adventure', 'Indie']",Old Man's Journey - Soundtrack,6.99,639760,2017
105978,"['Adventure', 'Casual', 'Indie']",Old Man's Journey,7.99,581270,2017
105979,"['Action', 'Adventure', 'Indie', 'RPG']",Unexplored Ripley Run,Free,639030,2017
105980,"['Design &amp; Illustration', 'Utilities', 'Early Access']",Illwinter's Floorplan Generator,4.99,630900,2017
105981,['Simulation'],Train Simulator: B&amp;O Kingwood Branch: Tunnelton - Kingwood Route Add-On,39.99,448198,2017
105982,['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Anchorage,29.99,614009,2017
105984,['Strategy'],Talisman: The Horus Heresy - Heroes &amp; Villains 4,3.99,635340,2017
105985,"['Indie', 'RPG', 'Strategy']",Regalia: Of Men and Monarchs,24.99,464150,2017
105986,"['Adventure', 'Indie', 'Strategy']",Beholder - Blissful Sleep,3.99,616950,2017
105987,['RPG'],Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル - Digital Soundtrack / デジタル・サウンドトラック,4.99,548831,2017
105988,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead Song Pack,11.99,590215,2017
105989,['RPG'],Operation Babel: New Tokyo Legacy / 東京新世録 オペレーションバベル,39.99,548810,2017
105990,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Truckin’”,2.99,590216,2017
105991,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Uncle John’s Band”,2.99,590217,2017
105992,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Casey Jones”,2.99,590218,2017
105993,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Brigands (Token Pack),4.99,636210,2017
105994,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Grateful Dead - “Friend of the Devil”,2.99,590219,2017
105995,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Frozen North (Token Pack),4.99,633020,2017
105996,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - B02: Happiness in Slavery (PFRPG),5.99,636780,2017
105997,['Casual'],Interplay Solitaire,19.99,630690,2017
105998,"['Free to Play', 'Massively Multiplayer', 'RPG']",RIFT - Celestial Adventurer's Pack,29.99,635020,2017
105999,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Dungeons &amp; Dragons - Lair Assault: Attack of the Tyrantclaw (5E),9.99,629890,2017
106000,"['Adventure', 'Casual', 'Indie']",Qbeh-1: The Atlas Cube - Official Soundtrack,2.99,344210,2017
106001,"['Indie', 'RPG']",Equilibrium Of Divinity - Original Soundtrack,6.99,632740,2017
106002,"['Action', 'RPG']",The Surge,39.99,378540,2017
106004,"['Adventure', 'Indie']",Planet RIX-13,2.99,599840,2017
106005,"['Adventure', 'Indie', 'RPG']",Creatures Such as We,4.99,633600,2014
106006,['Casual'],Safari Venture,6.99,630390,2017
106007,"['Adventure', 'Indie', 'RPG']",Stay! Stay! Democratic People's Republic of Korea!,9.99,512060,2017
106010,"['Adventure', 'Indie', 'RPG']",Neighbourhood Necromancer,3.99,633580,2014
106011,"['Action', 'Casual', 'Indie']",Plasma Puncher,5.99,602070,2017
106012,"['Adventure', 'Casual', 'Indie']",The Dream Machine: Chapter 6,4.99,461900,2017
106015,"['Indie', 'RPG', 'Early Access']",Forged Adventure,4.99,602560,2017
106016,"['Action', 'Adventure', 'Indie']","The End o,,,o",Free,509880,2017
106018,"['Indie', 'RPG']",Forged Adventure Soundtrack,1.99,614540,2017
106020,"['Indie', 'RPG', 'Simulation', 'Early Access']",&gt;//:System.Hack,10.99,557330,2017
106021,"['Adventure', 'Casual', 'Indie']",Crappy Day Enhanced Edition,0.99,636700,2017
106023,['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Dallas/Fort Worth International,24.99,636130,2017
106024,['Racing'],Redout - Neptune Pack,7.99,580620,2017
106025,"['Casual', 'Indie']",#monstercakes OST,0.99,635780,2017
106026,"['Action', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Strategy']",Learn to Fly 3,Free To Play,589870,2016
106027,"['Action', 'Adventure', 'Indie', 'Simulation', 'Sports', 'Early Access']",SecondSpeed,1.99,599990,2017
106028,"['Casual', 'Indie']",A Butterfly in the District of Dreams,9.99,617430,2017
106029,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Jade's Journey 2,3.99,607030,2017
106030,"['Action', 'Indie', 'Early Access']",AEGIS 2186,4.99,603610,2017
106031,"['Action', 'Indie']",Machine Hunt,2.99,546930,2017
106032,['RPG'],Two Worlds Soundtrack by Harold Faltermayer,7.99,637030,2017
106034,['RPG'],Two Worlds II - Digital Deluxe Content,6.99,633963,2017
106035,['RPG'],Two Worlds II - Soundtrack,4.99,633960,2017
106036,['RPG'],Two Worlds II - PotFF Soundtrack,2.99,633961,2017
106037,"['Action', 'Adventure', 'RPG']",X-Blades - Digital Deluxe Content,6.99,604280,2017
106038,"['Action', 'Indie']",Fat Mask,9.99,516790,2017
106039,"['Action', 'Indie', 'Massively Multiplayer', 'Early Access']",Scribbled Arena,8.99,395940,2017
106040,"['Adventure', 'Indie']",OVIVO,7.99,597700,2017
106041,"['Adventure', 'Indie']",OVIVO Soundtrack by Brokenkites + Artbook,2.99,635870,2017
106042,"['Action', 'Adventure', 'RPG']",X-Blades - Soundtrack,6.99,604290,2017
106043,"['Action', 'Casual', 'Indie']",Don't Touch The Zombies,9.99,563370,2017
106044,"['Action', 'Free to Play', 'Indie', 'RPG']",Skara - Basic Pack - Rewards,4.99,612550,2017
106045,"['Action', 'Free to Play', 'Indie', 'RPG']",Skara - Starter Pack - Rewards,11.99,613700,2017
106046,"['Action', 'Free to Play', 'Indie', 'RPG']",Skara - Premium Pack - Rewards,23.99,613710,2017
106047,['Casual'],Solitaire Club,6.99,630470,2017
106048,['Utilities'],Start10,4.99,620050,2017
106049,"['Adventure', 'Indie', 'Strategy']","Remember, Remember",15.99,631990,2017
106051,['Casual'],Galact Quest,6.99,629810,2017
106052,"['Action', 'Indie']",ICARUS.1 - PROTOTYPE EDITION,Free,631610,2017
106053,"['Adventure', 'Indie', 'RPG', 'Strategy']",Renowned Explorers: The Emperor's Challenge,7.49,609970,2017
106054,"['Action', 'Adventure', 'Indie', 'Simulation']",Rozkol,2.99,628520,2016
106055,['Simulation'],Birthdays the Beginning / バースデイズ・ザ・ビギニング - Crashed UFO,Free,610050,2017
106057,['Indie'],WAVESHAPER: Original Soundtrack,0.99,635580,2017
106058,"['Audio Production', 'Utilities', 'Video Production']",Mixcraft 8 Home Studio,49.99,218760,2017
106067,['Action'],Battlezone - Hi-Viz Skins Pack,3.99,623131,2017
106068,['Action'],Battlezone - All Skins Pack,9.99,623134,2017
106070,"['Indie', 'RPG', 'Strategy']",Royal Offense,2.99,615090,2017
106071,['Action'],Battlezone - Cannon Turret (Bobblehead),0.99,558835,2017
106072,['Action'],Battlezone - Bobblehead Pack,4.99,623133,2017
106073,['Action'],Battlezone - Classic Camo (Skin),0.99,594450,2017
106075,['Action'],Battlezone - Military Camo Skins Pack,3.99,623130,2017
106076,['Action'],Battlezone - Classic Tiger (Skin),0.99,594460,2017
106077,['Action'],Battlezone - Safari Camo Skins Pack,3.99,623132,2017
106078,['Action'],Battlezone - Digital Camo (Skin),0.99,594454,2017
106079,['Action'],Battlezone - Classic Neon (Skin),0.99,594430,2017
106080,['Action'],Battlezone - Flame Neon (Skin),0.99,594440,2017
106081,['Action'],Battlezone - Green Tiger (Skin),0.99,594464,2017
106082,['Action'],Battlezone - Hot Neon (Skin),0.99,594433,2017
106083,['Action'],Battlezone - Joust Knight (Bobblehead),0.99,558833,2017
106084,['Action'],Battlezone - Judge Dredd (Bobblehead),0.99,558830,2017
106085,['Action'],Battlezone - Judge Death (Bobblehead),0.99,558831,2017
106086,['Action'],Battlezone - Missile Turret (Bobblehead),0.99,558836,2017
106087,['Action'],Battlezone - Modern Camo (Skin),0.99,594451,2017
106088,['Action'],Battlezone - Natural Camo (Skin),0.99,594453,2017
106089,['Action'],Battlezone - Red Tiger (Skin),0.99,594461,2017
106090,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Early Access']",Landless,14.99,617030,2017
106091,"['Indie', 'Simulation', 'Strategy']",Block'hood,14.99,416210,2017
106092,['Action'],Battlezone - Pink Tiger (Skin),0.99,594463,2017
106093,"['Adventure', 'Casual', 'Indie', 'Strategy']",Shadow Mist,4.99,617630,2017
106094,"['Adventure', 'Indie']",A SECOND BEFORE US,8.99,625370,2017
106097,['Simulation'],OMSI 2 Add-On Citybus i280 Series,14.99,629990,2017
106098,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 240 PLEX,9.99,629791,2017
106099,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 500 PLEX,19.99,629792,2017
106100,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 1100 PLEX,39.99,629793,2017
106101,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 2860 PLEX,99.99,629794,2017
106102,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 110 PLEX,4.99,629790,2017
106103,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 7430 PLEX,249.99,629795,2017
106104,"['Free to Play', 'Massively Multiplayer', 'RPG']",EVE Online: 15400 PLEX,499.99,629796,2017
106107,"['Adventure', 'Casual']",Beyond: Light Advent Collector's Edition,9.99,629080,2017
106108,"['Adventure', 'Casual', 'Indie', 'Early Access']",Calico &amp; Co.,4.99,620580,2017
106109,['Indie'],Griptape Backbone,Free,581120,2017
106111,"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation', 'Early Access']",Andarilho,2.97,450860,2017
106112,"['Casual', 'Indie']",Lily of the Valley,2.99,628460,2017
106113,"['Casual', 'Indie']",Lily of the Valley - Original Soundtrack,0.99,630340,2017
106114,"['Indie', 'Simulation']",Tower!2011:SE - La Guardia [KLGA] Airport,9.99,635380,2017
106115,"['Action', 'Free to Play', 'Indie', 'Early Access']",Bombinator,Free To Play,612610,2017
106116,"['Adventure', 'Free to Play', 'RPG', 'Strategy']",Animation Throwdown: The Quest for Cards,Free to Play,591960,2017
106117,"['Action', 'Indie']",Monster Slayers - Fire and Steel Expansion,4.99,634030,2017
106118,"['Adventure', 'Indie', 'Simulation']",OMEGA PATTERN - VISUAL NOVEL,4.99,617020,2017
106119,"['Design &amp; Illustration', 'Photo Editing']",PhotoPad,49.99,617580,2017
106121,"['Adventure', 'Free to Play', 'Indie']",The Flaws of Gravity,Free To Play,628700,2017
106122,"['Action', 'Adventure', 'Indie']",The Astral Hero,0.99,581670,2017
106123,"['Adventure', 'Casual', 'Indie', 'RPG']",Opaline,3.99,370660,2017
106126,"['Adventure', 'Indie']",Human: Fall Flat Official Soundtrack,4.99,632870,2017
106127,"['Utilities', 'Video Production']",AVOlight.Space - Unlock Media Players,9.99,632660,2017
106128,"['Casual', 'Indie']",Blockle,4.99,632510,2017
106129,"['Casual', 'Indie']",Cat or Bread?,0.99,574820,2017
106131,['RPG'],Atelier Firis - Costume: Ritual Cleric / フィリス衣装『リチュアルクレリック』,1.99,620320,2017
106132,['RPG'],Atelier Firis - Character: Shanon / 追加キャラクター『シャノン』,6.99,620326,2017
106133,['RPG'],Atelier Firis - Costume: Brave Archer / リアーネ衣装『ブレイブアーチャー』,1.99,620321,2017
106134,['RPG'],Atelier Firis - Costume: Noble Wizard / イルメリア衣装『ノーブルウィザード』,1.99,620322,2017
106135,['RPG'],Atelier Firis - Costume: Glorious Sage / ソフィー衣装『グロリアスセイジ』,1.99,620324,2017
106136,['Sports'],NBA Playgrounds,19.99,545270,2017
106137,['RPG'],Atelier Firis - Costume: Duel Warrior / ドロッセル衣装『デュエルウォーリア』,1.99,620323,2017
106138,['RPG'],Atelier Firis - Costume: Crest Paladin / シャノン衣装『クレストパラディン』,1.99,620325,2017
106139,"['Action', 'Casual', 'Indie']",POBEDA - SOUNDTRACK,Free,624390,2017
106141,"['Adventure', 'Casual']",Run Away,4.99,629280,2017
106142,"['Simulation', 'Strategy']",Stellaris: Anniversary Portraits,Free,633310,2017
106143,"['Action', 'Casual', 'Indie']",POBEDA,0.99,623580,2017
106144,"['Action', 'Indie', 'Early Access']",B-12: Brantisky Mk. 12,8.99,616640,2017
106145,"['Adventure', 'Indie', 'Simulation', 'Early Access']",Sonder. Episode ONE,3.99,397850,2017
106146,"['Adventure', 'Casual', 'Simulation']",planetarian HD,9.99,623080,2017
106147,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Early Access']",Star Explorers,4.99,502720,2017
106148,"['Action', 'Adventure', 'Indie', 'RPG']",World to the West - Soundtrack,1.99,631580,2017
106149,"['Action', 'Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",Metin2,Free to Play,550900,2006
106150,"['Action', 'Adventure', 'Indie', 'Simulation']",Survival Zombies The Inverted Evolution,4.99,440730,2017
106151,"['Adventure', 'Casual', 'Indie']",Frosty Kiss - Digital Soundtrack,1.99,632210,2017
106152,"['Casual', 'Indie']",Eventide Night - OST,9.99,633470,2017
106153,"['Casual', 'Indie', 'Simulation', 'Early Access']",Buildanauts,14.99,394490,2017
106154,"['Action', 'Adventure', 'Indie']",ARC Continuum,9.99,543050,2017
106156,"['Indie', 'Strategy']",Wars Across the World: Kentucky 1861,4.99,551917,2017
106157,"['Indie', 'Strategy']",Wars Across The World,14.99,341040,2017
106158,"['Indie', 'Strategy']",Wars Across the World: Austerlitz 1805,9.99,551910,2017
106159,"['Indie', 'Strategy']",Wars Across the World: Berlin 1945,9.99,551911,2017
106160,"['Indie', 'Strategy']",Wars Across the World: Bull Run 1861,4.99,551916,2017
106161,"['Indie', 'Strategy']",Wars Across the World: Carrhae 53,4.99,554371,2017
106163,"['Indie', 'Strategy']",Wars Across the World: Hamilkar 264,4.99,553170,2017
106164,"['Indie', 'Strategy']",Wars Across the World: Korea 1950,9.99,551912,2017
106165,"['Indie', 'Strategy']",Wars Across the World: Mali 2012,4.99,553271,2017
106167,"['Indie', 'Strategy']",Wars Across the World: Missouri 1861,4.99,551918,2017
106169,"['Indie', 'Strategy']",Wars Across the World: Six Days 1967,4.99,547620,2017
106170,"['Indie', 'Strategy']",Wars Across the World: Tannenberg 1914,4.99,564890,2017
106171,"['Indie', 'Strategy']",Wars Across the World: Waterloo 1815,4.99,554370,2017
106172,"['Indie', 'Strategy']",Wars Across the World: West Virginia 1861,4.99,551919,2017
106173,"['Indie', 'Strategy']",Wars across the Wolrd: Bulge 1944,4.99,574964,2017
106176,"['Action', 'Free to Play']",Fight Songs: The Music Of Team Fortress 2,12.99,629330,2017
106177,"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie']",Clown2Beat Crazy Circus,4.99,632650,2017
106178,"['Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",Duck Life: Space,3.99,606490,2017
106179,"['Action', 'Indie']",Shio,11.99,525360,2017
106180,"['Action', 'Indie']","Rock, Ken, Bo",3.99,619480,2017
106182,['Simulation'],X-Plane 11 - Add-on: Aerosoft - Airport Lugano,19.99,614008,2017
106183,"['Action', 'Indie', 'RPG', 'Early Access']",Deep Dark Dungeon,9.99,496290,2017
106184,"['Action', 'Adventure', 'Indie', 'RPG']",Unexplored Mithril Run,Free,633410,2017
106185,"['Adventure', 'Casual']",Lost Lands: The Wanderer,6.99,626640,2017
106187,"['Adventure', 'Casual']","Cadenza: Music, Betrayal and Death Collector's Edition",9.99,629100,2017
106188,"['Indie', 'Strategy']",Time in Time,2.99,474830,2017
106189,"['Action', 'Adventure', 'Indie']",Riptale Soundtrack,4.99,632790,2017
106190,"['Action', 'Sports']",Steep™ - Winterfest Pack,11.99,556391,2017
106191,['RPG'],The Legend of Heroes: Trails in the Sky the 3rd,29.99,436670,2017
106192,"['Action', 'Casual', 'Indie']",WAVESHAPER,0.99,562260,2017
106193,"['Action', 'Indie']",Apple Jack 1&amp;2,6.99,351690,2017
106194,['Design &amp; Illustration'],"Learning Punch! Software®: Training, Tools &amp; Tutorials for V19 - Windows Version - by Patricia Gamburgo",34.99,614170,2017
106195,['Design &amp; Illustration'],Designing your Dream Home Using Punch Software eBook by Patricia Gamburgo,34.99,614240,2017
106197,"['Action', 'Simulation']",Shattered Steel,9.99,624060,1996
106198,"['Indie', 'Simulation']",Tower!2011:SE,24.99,620570,2017
106199,['Simulation'],TANE DLC: Shmmns Coil Transporter,7.99,632630,2017
106200,"['Adventure', 'Casual', 'Indie']",SPACEPLAN,2.99,616110,2017
106201,['Simulation'],TANE DLC: Canadian Rocky Mountains - Rogers Pass,39.99,633280,2017
106203,"['Action', 'Indie']",Battle Bruise,0.99,618510,2017
106204,"['Action', 'Indie', 'Strategy']",Kick Speed : Global Operations ( KS : GO ),2.99,628340,2017
106205,"['Action', 'Indie']",ATOMINE,9.99,603100,2017
106207,"['Action', 'Indie']",Warhammer: End Times - Vermintide Stromdorf,6.99,463795,2017
106208,"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",Pure Hold'em - Macabre Card Deck,1.99,438903,2017
106209,"['Adventure', 'Free to Play']",Tap Adventure: Time Travel - Beginner's Pack,11.99,620382,2017
106210,"['Adventure', 'Casual', 'Indie']",SPACEPLAN Soundtrack,2.99,630500,2017
106211,"['Casual', 'Indie']",Eventide Night,1.99,616030,2017
106212,"['Action', 'Indie']",H-Hour: Worlds Elite - Soundtrack,4.99,362120,2017
106213,"['Action', 'Racing']",Chromadrome 2,2.99,378350,2007
106214,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #1 + Starter Pack for Arcane (pre)Raise,3.99,609791,2017
106215,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #2 + Starter Pack for Arcane (pre)Raise,3.99,609792,2017
106216,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Female #3 + Starter Pack for Arcane (pre)Raise,3.99,609793,2017
106217,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #2 + Starter Pack for Arcane (pre)Raise,3.99,609795,2017
106218,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",- Arcane preRaise -,2.99,603780,2017
106219,"['Action', 'RPG']",NieR:Automata™ - 3C3C1D119440927,13.99,580600,2017
106220,"['Action', 'Adventure', 'Indie']",TumbleSeed - Original Soundtrack,6.99,630290,2017
106221,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #1 + Starter Pack for Arcane (pre)Raise,3.99,609794,2017
106223,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Starter Pack for Arcane (pre)Raise,0.99,609790,2017
106225,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Mix Tape Song Pack,11.99,590205,2017
106226,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – David Bowie - “Moonage Daydream”,2.99,590206,2017
106227,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Marvin Gaye &amp; Tammi Terrell - “Ain’t No Mountain High Enough”,2.99,590207,2017
106228,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Redbone - “Come and Get Your Love”,2.99,590208,2017
106229,"['Adventure', 'Casual', 'Indie', 'RPG', 'Strategy']",Male #3 + Starter Pack for Arcane (pre)Raise,3.99,609796,2017
106230,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Blue Swede - “Hooked on a Feeling”,2.99,590209,2017
106231,"['Casual', 'Simulation']",Rocksmith® 2014 Edition – Remastered – Raspberries - “Go All the Way”,2.99,590210,2017
106232,"['Action', 'Adventure']",Call of Duty®: Infinite Warfare - Ozzy Man Reviews VO Pack,3.99,593272,2017
106234,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Core Rules Pack (PFRPG),49.99,597310,2017
106235,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Bestiary 1 Pack (PFRPG),39.99,597420,2017
106236,"['Indie', 'RPG', 'Strategy']",Fantasy Grounds - Pathfinder RPG - Rise of the Runelords Adventure Path Anniversary Edition (PFRPG),59.99,627030,2017
